miller_indices,h,k,l,stereo_x,stereo_y,GCN Density 4.75,GCN Density 4.833,GCN Density 4.917,GCN Density 5.0,GCN Density 5.083,GCN Density 5.167,GCN Density 5.417,GCN Density 5.5,GCN Density 5.583,GCN Density 5.667,GCN Density 5.75,GCN Density 5.833,GCN Density 5.917,GCN Density 6.0,GCN Density 6.167,GCN Density 6.25,GCN Density 6.333,GCN Density 6.417,GCN Density 6.5,GCN Density 6.583,GCN Density 6.667,GCN Density 6.75,GCN Density 6.833,GCN Density 6.917,GCN Density 7.0,GCN Density 7.083,GCN Density 7.167,GCN Density 7.25,GCN Density 7.333,GCN Density 7.417,GCN Density 7.5,GCN Density 7.583,GCN Density 7.667,GCN Density 7.75,GCN Density 7.833,GCN Density 7.917,GCN Density 8.0,GCN Density 8.083,GCN Density 8.167,GCN Density 8.25,GCN Density 8.333,GCN Density 8.417,GCN Density 8.5,GCN Density 8.583,GCN Density 8.667,GCN Density 8.75,GCN Density 8.833,GCN Density 8.917,GCN Density 9.0,GCN Density 9.083,GCN Density 9.167,GCN Density 9.25,GCN Density 9.333,GCN Density 9.417,GCN Density 9.5,GCN Density 9.583,GCN Density 9.667,GCN Density 9.75,surface_chirality
[4 1 0],0.9701425001453319,0.24253562503633297,0.0,0.12310562561766054,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[4 2 0],0.8944271909999159,0.4472135954999579,0.0,0.23606797749978972,0.0,5.782411586589357e-19,0.0,-8.945390724453736e-17,0.0,0.3333333333333334,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,-9.00321484031963e-17,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.3333333333333334,5.782411586589357e-19,0.0,0.0,0.0,-9.00321484031963e-17,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.945390724453736e-17,0.3333333333333334,0.0,5.782411586589357e-19,0.0,5.782411586589357e-19,0.0,0.0,A
[4 3 0],0.8,0.6000000000000001,0.0,0.33333333333333337,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,A
[4 4 0],0.7071067811865475,0.7071067811865475,0.0,0.4142135623730951,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,4.8572257327350596e-18,0.0,0.0,-9.546575000053009e-17,0.5000000000000003,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,4.8572257327350596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.5000000000000002,0.0,0.0,0.0,4.8572257327350596e-18,-9.546575000053009e-17,0.0,0.0,A
[5 0 0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[5 1 0],0.9805806756909202,0.19611613513818404,0.0,0.09901951359278482,0.0,-9.206444323053412e-19,0.0,0.16666666666666666,0.0,0.0,0.0,-9.206444323053412e-19,0.0,0.0,-9.206444323053412e-19,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-9.206444323053412e-19,0.0,0.0,-1.8412888646106824e-18,0.16666666666666666,-9.206444323053412e-19,0.16666666666666666,-9.206444323053412e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.206444323053412e-19,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.206444323053412e-19,0.0,0.0,-9.206444323053412e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-9.206444323053412e-19,0.0,0.0,0.0,0.0,0.0,A
[5 2 0],0.9284766908852593,0.3713906763541037,0.0,0.192582403567252,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,A
[5 3 0],0.8574929257125441,0.5144957554275265,0.0,0.2769839649484335,0.0,0.0,0.0,0.12500000000000017,0.0,0.12499999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999972,0.12500000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000000000017,0.0,0.0,0.0,0.0,0.12499999999999972,0.0,0.0,0.0,0.12500000000000017,0.0,0.0,A
[5 4 0],0.7808688094430304,0.6246950475544243,0.0,0.3507810593582122,0.0,0.0,-3.416070845000482e-17,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0.0,-3.416070845000482e-17,0.11111111111111116,0.11111111111111108,-3.416070845000482e-17,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0.0,-3.416070845000482e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.416070845000482e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.0,-3.416070845000482e-17,0.0,0.22222222222222224,-3.416070845000482e-17,0.0,0.0,0.0,0.11111111111111116,-3.416070845000482e-17,0.0,A
[5 5 0],0.7071067811865475,0.7071067811865475,0.0,0.4142135623730951,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,4.8572257327350596e-18,0.0,0.0,-9.546575000053009e-17,0.5000000000000003,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,4.8572257327350596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.5000000000000002,0.0,0.0,0.0,4.8572257327350596e-18,-9.546575000053009e-17,0.0,0.0,A
[6 0 0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[6 1 0],0.9863939238321437,0.1643989873053573,0.0,0.08276253029821969,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[6 2 0],0.9486832980505138,0.31622776601683794,0.0,0.16227766016837936,0.0,0.0,0.0,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3745618400120986e-16,0.0,0.25000000000000017,0.0,0.0,0.0,0.0,-1.3745618400120986e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[6 3 0],0.894427190999916,0.447213595499958,0.0,0.23606797749978972,0.0,5.782411586589357e-19,0.0,-8.945390724453736e-17,0.0,0.3333333333333334,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,-9.00321484031963e-17,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.3333333333333334,5.782411586589357e-19,0.0,0.0,0.0,-9.00321484031963e-17,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.945390724453736e-17,0.3333333333333334,0.0,5.782411586589357e-19,0.0,5.782411586589357e-19,0.0,0.0,A
[6 4 0],0.8320502943378437,0.5547001962252291,0.0,0.3027756377319947,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A
[6 5 0],0.7682212795973759,0.6401843996644798,0.0,0.36204993518133083,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.18181818181818182,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,A
[6 6 0],0.7071067811865476,0.7071067811865476,0.0,0.4142135623730951,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,4.8572257327350596e-18,0.0,0.0,-9.546575000053009e-17,0.5000000000000003,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,4.8572257327350596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.5000000000000002,0.0,0.0,0.0,4.8572257327350596e-18,-9.546575000053009e-17,0.0,0.0,A
[7 0 0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[7 1 0],0.9899494936611666,0.1414213562373095,0.0,0.07106781186547524,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[7 2 0],0.9615239476408233,0.27472112789737807,0.0,0.14005494464025914,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[7 3 0],0.9191450300180578,0.39391929857916763,0.0,0.2052577019546361,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,A
[7 4 0],0.8682431421244593,0.49613893835683387,0.0,0.2655644370746374,0.0,5.046468293750712e-18,5.046468293750712e-18,0.0909090909090909,5.046468293750712e-18,0.1818181818181818,1.0092936587501423e-17,0.0,0.0,0.0,0.0,0.0,5.046468293750712e-18,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,5.046468293750712e-18,5.046468293750712e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.046468293750712e-18,5.046468293750712e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,5.046468293750712e-18,0.0,0.0,1.0092936587501423e-17,0.1818181818181818,0.0,5.046468293750712e-18,0.0,0.0909090909090909,0.0,5.046468293750712e-18,A
[7 5 0],0.813733471206735,0.5812381937190965,0.0,0.3204650534085254,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,A
[7 6 0],0.7592566023652966,0.6507913734559685,0.0,0.36992407621548123,0.0,0.0,-5.337610695313253e-19,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,-5.337610695313253e-19,0.07692307692307693,0.23076923076923078,-5.337610695313253e-19,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,-5.337610695313253e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.337610695313253e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,-5.337610695313253e-19,0.0,0.3076923076923077,-5.337610695313253e-19,0.0,0.0,0.0,0.07692307692307693,-5.337610695313253e-19,0.0,A
[7 7 0],0.7071067811865475,0.7071067811865475,0.0,0.4142135623730951,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,4.8572257327350596e-18,0.0,0.0,-9.546575000053009e-17,0.5000000000000003,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,4.8572257327350596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.5000000000000002,0.0,0.0,0.0,4.8572257327350596e-18,-9.546575000053009e-17,0.0,0.0,A
[8 0 0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[8 1 0],0.9922778767136677,0.12403473458920847,0.0,0.06225774829854965,0.0,0.0,0.0,0.11111111111111109,0.0,0.0,0.0,0.0,1.586032892321652e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111109,0.0,0.0,0.0,1.586032892321652e-17,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.586032892321652e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[8 2 0],0.9701425001453319,0.24253562503633297,0.0,0.12310562561766054,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[8 3 0],0.9363291775690445,0.3511234415883917,0.0,0.18133458177251038,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,A
